Gender,Married,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Credit_Score,Loan_Status
Female,Yes,Graduate,No,4249.0,8685.0,674.0,360.0,1.0,749.0,Y
Male,No,Graduate,No,4239.0,1245.0,499.0,120.0,1.0,737.0,N
Female,No,Not Graduate,No,22586.0,6116.0,691.0,360.0,1.0,545.0,N
Female,Yes,Not Graduate,No,9873.0,9333.0,651.0,360.0,1.0,464.0,Y
Female,No,Not Graduate,No,14614.0,4231.0,378.0,120.0,0.0,547.0,Y
Female,Yes,Not Graduate,No,10835.0,977.0,209.0,360.0,1.0,690.0,Y
Female,Yes,Graduate,No,23787.0,10426.0,147.0,360.0,1.0,544.0,Y
Male,Yes,Not Graduate,Yes,16803.0,8733.0,181.0,240.0,1.0,445.0,Y
Female,Yes,Not Graduate,No,14795.0,6722.0,377.0,240.0,1.0,725.0,Y
Female,Yes,Not Graduate,No,16441.0,13217.0,480.0,240.0,1.0,630.0,Y
Female,Yes,Not Graduate,No,17653.0,9594.0,409.0,360.0,1.0,492.0,Y
Female,No,Graduate,No,7185.0,9002.0,651.0,240.0,1.0,424.0,Y
Female,Yes,Not Graduate,No,22674.0,4507.0,641.0,360.0,1.0,785.0,Y
Male,No,Not Graduate,No,15499.0,3492.0,339.0,240.0,1.0,496.0,Y
Female,No,Not Graduate,No,22526.0,12504.0,282.0,240.0,0.0,513.0,Y
Male,No,Not Graduate,No,11577.0,4925.0,283.0,360.0,1.0,760.0,N
Male,Yes,Graduate,No,9152.0,1133.0,653.0,360.0,1.0,828.0,N
Male,Yes,Not Graduate,Yes,20968.0,12572.0,565.0,360.0,1.0,797.0,Y
Male,No,Not Graduate,No,19985.0,4865.0,536.0,360.0,1.0,690.0,N
Female,No,Not Graduate,No,15798.0,7769.0,693.0,180.0,1.0,567.0,Y
Male,Yes,Graduate,Yes,23326.0,14184.0,332.0,240.0,1.0,574.0,N
Male,No,Not Graduate,Yes,24082.0,8760.0,397.5,240.0,0.0,514.0,Y
Female,No,Not Graduate,Yes,19191.0,3000.0,604.0,360.0,1.0,738.0,Y
Female,Yes,Graduate,No,12851.0,9513.0,461.0,360.0,1.0,314.0,Y
Female,No,Not Graduate,No,10306.0,7666.0,382.0,240.0,1.0,329.0,Y
Male,Yes,Graduate,No,21111.0,6704.0,628.0,240.0,1.0,372.0,Y
Female,Yes,Graduate,Yes,14918.0,10936.0,268.0,360.0,1.0,448.0,Y
Female,No,Not Graduate,No,13517.5,12817.0,285.0,240.0,1.0,574.0,N
Male,Yes,Not Graduate,No,14093.0,7365.0,221.0,120.0,1.0,615.0,N
Female,Yes,Graduate,No,10165.0,11770.0,540.0,240.0,0.0,474.0,N
Female,Yes,Graduate,No,17084.0,6632.0,573.0,120.0,1.0,837.0,N
Female,No,Not Graduate,No,12920.0,1767.0,221.0,360.0,1.0,422.0,N
Female,No,Graduate,No,16327.0,2074.0,391.0,240.0,0.0,359.0,Y
Male,No,Graduate,No,22555.0,10235.0,346.0,240.0,1.0,450.0,Y
Female,Yes,Not Graduate,No,14574.0,1141.0,287.0,240.0,1.0,786.0,Y
Female,Yes,Graduate,No,3568.0,1077.0,622.0,120.0,1.0,645.0,Y
Male,No,Graduate,No,19125.0,4599.0,383.0,240.0,0.0,368.0,Y
Female,No,Graduate,No,11922.0,6120.0,656.0,180.0,1.0,482.0,Y
Male,Yes,Graduate,No,24821.0,8343.0,223.0,180.0,1.0,679.0,Y
Female,No,Graduate,No,6904.0,4832.0,346.0,240.0,1.0,360.0,Y
Male,No,Graduate,No,4933.0,7496.0,505.0,360.0,1.0,716.0,Y
Male,No,Not Graduate,Yes,6509.0,11425.0,436.0,360.0,0.0,772.0,Y
Male,Yes,Graduate,No,6526.0,1685.0,258.0,360.0,1.0,666.0,Y
Male,No,Not Graduate,No,7909.0,13527.0,366.0,180.0,1.0,636.0,Y
Female,Yes,Not Graduate,No,23733.0,3491.0,391.0,360.0,1.0,555.0,Y
Male,No,Not Graduate,No,13517.5,1371.0,689.0,120.0,1.0,659.0,Y
Female,No,Not Graduate,Yes,12110.0,5459.0,250.0,120.0,1.0,318.0,Y
Male,Yes,Not Graduate,No,20602.0,12092.0,384.0,360.0,0.0,740.0,N
Male,Yes,Not Graduate,Yes,3340.0,13137.0,250.0,240.0,1.0,387.0,N
Male,Yes,Not Graduate,No,23023.0,10793.0,223.0,240.0,1.0,702.0,N
Female,Yes,Not Graduate,Yes,3514.0,3423.0,371.0,360.0,1.0,424.0,N
Male,No,Graduate,No,19795.0,9888.0,439.0,180.0,0.0,479.0,Y
Female,No,Not Graduate,No,9724.0,11849.0,546.0,180.0,1.0,646.0,N
Female,No,Not Graduate,No,6167.0,3976.0,661.0,360.0,1.0,767.0,Y
Female,No,Not Graduate,Yes,19406.0,1398.0,556.0,180.0,1.0,682.0,Y
Female,Yes,Graduate,No,12478.0,13848.0,654.0,360.0,0.0,624.0,Y
Female,Yes,Not Graduate,No,21142.0,12172.0,630.0,240.0,1.0,501.0,Y
Female,No,Graduate,No,13963.0,13614.0,212.0,180.0,1.0,415.0,Y
Female,No,Not Graduate,No,11304.0,5361.0,629.0,360.0,1.0,382.0,Y
Female,No,Not Graduate,No,6808.0,1401.0,625.0,240.0,1.0,745.0,Y
Female,No,Graduate,No,10833.0,7496.0,163.0,240.0,1.0,414.0,Y
Male,Yes,Not Graduate,No,8733.0,1412.0,492.0,180.0,1.0,384.0,N
Male,No,Graduate,No,12429.0,6430.0,598.0,240.0,1.0,494.0,Y
Male,Yes,Graduate,Yes,6907.0,3230.0,617.0,120.0,1.0,358.0,N
Male,Yes,Not Graduate,No,13678.0,7521.0,454.0,240.0,1.0,532.0,Y
Male,Yes,Not Graduate,No,5225.0,5849.0,252.0,240.0,1.0,446.0,N
Female,Yes,Graduate,No,3014.0,10694.0,428.0,240.0,0.0,657.0,Y
Female,No,Graduate,No,8768.0,6056.0,578.0,360.0,1.0,387.0,Y
Female,No,Not Graduate,No,7458.0,4722.0,490.0,360.0,1.0,364.0,Y
Female,No,Not Graduate,No,4021.0,8109.0,397.5,240.0,1.0,834.0,N
Female,No,Not Graduate,No,21060.0,1264.0,511.0,180.0,1.0,594.0,Y
Female,Yes,Graduate,No,13128.0,2259.0,357.0,360.0,0.0,359.0,Y
Female,Yes,Not Graduate,No,5106.0,362.0,676.0,120.0,1.0,369.0,Y
Male,Yes,Graduate,No,10975.0,10837.0,606.0,180.0,1.0,845.0,N
Male,No,Not Graduate,No,10862.0,6276.0,393.0,180.0,1.0,836.0,Y
Male,Yes,Graduate,No,12961.0,9724.0,576.0,360.0,1.0,437.0,Y
Male,Yes,Graduate,No,12765.0,6420.0,607.0,180.0,1.0,709.0,Y
Female,Yes,Not Graduate,No,4584.0,5384.0,218.0,240.0,1.0,573.0,Y
Female,Yes,Not Graduate,No,6942.0,6748.0,577.0,360.0,1.0,487.0,Y
Female,No,Graduate,No,3277.0,12944.0,663.0,360.0,1.0,628.0,Y
Male,Yes,Graduate,Yes,5043.0,9575.0,418.0,360.0,1.0,344.0,Y
Female,Yes,Graduate,No,9370.0,7831.0,494.0,240.0,1.0,335.0,Y
Female,No,Graduate,No,13364.0,666.0,147.0,360.0,1.0,707.0,N
Female,No,Not Graduate,No,15672.0,14471.0,537.0,120.0,1.0,687.0,Y
Male,No,Not Graduate,No,24244.0,2812.0,574.0,360.0,1.0,650.0,Y
Female,Yes,Graduate,No,22166.0,2475.0,685.0,180.0,1.0,831.0,N
Male,Yes,Not Graduate,No,10369.0,6973.0,649.0,360.0,1.0,453.0,Y
Male,Yes,Graduate,Yes,10467.0,3100.0,235.0,180.0,1.0,743.0,N
Male,Yes,Graduate,No,15953.0,14930.0,617.0,240.0,1.0,496.0,Y
Male,No,Not Graduate,No,21865.0,3401.0,423.0,120.0,1.0,367.0,Y
Female,Yes,Graduate,Yes,13551.0,5015.0,296.0,180.0,1.0,369.0,Y
Male,Yes,Graduate,No,24156.0,11297.0,210.0,360.0,1.0,417.0,Y
Male,No,Graduate,No,17884.0,2551.0,649.0,240.0,1.0,682.0,Y
Female,No,Not Graduate,No,11616.0,12091.0,214.0,240.0,1.0,690.0,N
Female,No,Not Graduate,No,23720.0,2151.0,587.0,180.0,1.0,624.0,Y
Male,Yes,Graduate,No,17829.0,14238.0,464.0,180.0,1.0,559.0,Y
Female,Yes,Graduate,No,22506.0,6637.0,583.0,360.0,0.0,500.0,Y
Male,Yes,Graduate,No,21344.0,387.0,409.0,360.0,1.0,848.0,N
Male,Yes,Graduate,No,13517.5,5864.0,212.0,240.0,1.0,417.0,Y
Male,Yes,Graduate,No,4469.0,13192.0,369.0,240.0,1.0,574.0,Y
Male,No,Not Graduate,Yes,16836.0,3161.0,419.0,180.0,1.0,530.0,Y
Female,No,Not Graduate,No,9051.0,2380.0,274.0,240.0,1.0,316.0,Y
Male,Yes,Not Graduate,Yes,13517.5,8568.0,118.0,240.0,1.0,795.0,Y
Female,Yes,Not Graduate,No,22452.0,4335.0,302.0,360.0,1.0,606.0,Y
Female,Yes,Not Graduate,No,23827.0,12469.0,225.0,240.0,1.0,669.0,N
Female,Yes,Graduate,No,11782.0,1280.0,566.0,120.0,1.0,771.0,Y
Female,Yes,Not Graduate,No,22764.0,743.0,353.0,360.0,1.0,760.0,Y
Male,Yes,Not Graduate,No,18003.0,7356.0,391.0,360.0,1.0,327.0,N
Female,No,Graduate,No,4545.0,13128.0,251.0,360.0,1.0,664.0,N
Male,No,Not Graduate,Yes,9665.0,3486.0,298.0,180.0,1.0,761.0,Y
Female,Yes,Graduate,No,22033.0,8023.0,298.0,180.0,0.0,514.0,Y
Female,Yes,Graduate,No,20198.0,13566.0,552.0,360.0,0.0,700.0,Y
Male,No,Graduate,No,5907.0,1068.0,279.0,240.0,1.0,838.0,Y
Male,No,Not Graduate,No,5731.0,9200.0,317.0,360.0,1.0,566.0,Y
Male,Yes,Not Graduate,Yes,17283.0,6971.0,419.0,120.0,1.0,792.0,Y
Female,No,Not Graduate,No,9685.0,12885.0,122.0,360.0,1.0,471.0,Y
Female,No,Not Graduate,No,10273.0,13304.0,183.0,240.0,1.0,676.0,Y
Male,Yes,Not Graduate,Yes,13898.0,12488.0,425.0,120.0,1.0,574.0,Y
Male,No,Graduate,No,13517.5,7526.0,428.0,240.0,1.0,770.0,Y
Male,Yes,Not Graduate,No,13368.0,8534.0,429.0,360.0,1.0,321.0,Y
Male,No,Graduate,No,12017.0,11475.0,572.0,240.0,1.0,505.0,Y
Male,Yes,Graduate,Yes,16823.0,630.0,577.0,180.0,1.0,376.0,Y
Male,Yes,Graduate,No,24253.0,297.0,334.0,360.0,1.0,513.0,Y
Male,No,Not Graduate,No,15621.0,8148.0,655.0,240.0,1.0,754.0,Y
Male,No,Not Graduate,No,10273.0,8889.0,687.0,360.0,1.0,676.0,N
Male,Yes,Not Graduate,No,18477.0,5316.0,218.0,360.0,1.0,849.0,N
Male,Yes,Not Graduate,No,15632.0,14160.0,139.0,180.0,1.0,780.0,N
Male,No,Not Graduate,Yes,2342.0,1505.0,359.0,240.0,1.0,682.0,Y
Female,Yes,Not Graduate,No,8940.0,10952.0,105.0,180.0,1.0,450.0,N
Male,No,Not Graduate,No,20792.0,13217.0,410.0,360.0,1.0,682.0,Y
Male,Yes,Not Graduate,No,19007.0,2825.0,165.0,360.0,1.0,663.0,Y
Female,Yes,Graduate,No,2867.0,8570.0,473.0,360.0,1.0,634.0,Y
Male,No,Not Graduate,No,12668.0,10987.0,245.0,180.0,1.0,586.0,Y
Female,No,Graduate,No,21856.0,8897.0,333.0,120.0,1.0,622.0,Y
Female,No,Graduate,No,2170.0,2414.0,128.0,120.0,1.0,725.0,N
Male,Yes,Graduate,No,10769.0,5656.0,693.0,360.0,1.0,706.0,N
Female,No,Graduate,No,10259.0,8962.0,569.0,360.0,1.0,647.0,Y
Female,Yes,Not Graduate,No,3515.0,12193.0,460.0,360.0,1.0,443.0,Y
Female,Yes,Not Graduate,Yes,10192.0,9286.0,694.0,360.0,1.0,720.0,Y
Female,No,Graduate,No,4198.0,5147.0,684.0,240.0,1.0,688.0,N
Female,Yes,Graduate,Yes,19285.0,11656.0,397.5,240.0,1.0,534.0,Y
Female,No,Graduate,No,24287.0,11786.0,125.0,240.0,1.0,576.0,Y
Female,Yes,Not Graduate,No,16593.0,4444.0,389.0,360.0,0.0,701.0,N
Female,No,Graduate,No,15037.0,13429.0,170.0,180.0,1.0,588.0,Y
Male,Yes,Graduate,No,9755.0,7547.0,188.0,360.0,1.0,709.0,N
Male,Yes,Not Graduate,Yes,10986.0,9423.0,276.0,360.0,1.0,772.0,Y
Female,No,Graduate,No,4066.0,1446.0,126.0,360.0,1.0,787.0,Y
Male,Yes,Not Graduate,No,12011.0,12380.0,388.0,180.0,1.0,334.0,Y
Female,No,Not Graduate,No,20922.0,14476.0,674.0,240.0,1.0,362.0,Y
Female,Yes,Graduate,No,5907.0,2402.0,630.0,360.0,0.0,413.0,Y
Male,Yes,Graduate,No,17600.0,5642.0,583.0,360.0,1.0,672.0,N
Female,Yes,Graduate,Yes,12246.0,1826.0,533.0,240.0,1.0,424.0,Y
Female,No,Not Graduate,No,4596.0,7918.0,592.0,240.0,1.0,447.0,Y
Female,No,Not Graduate,Yes,14658.0,3847.0,377.0,240.0,1.0,618.0,Y
Female,No,Not Graduate,Yes,21705.0,1092.0,445.0,240.0,1.0,417.0,Y
Male,No,Graduate,No,11330.0,7496.0,678.0,360.0,1.0,810.0,Y
Female,No,Graduate,No,4621.0,1720.0,337.0,360.0,1.0,542.0,N
Female,Yes,Graduate,No,12920.0,882.0,236.0,180.0,1.0,843.0,Y
Female,Yes,Graduate,No,11357.0,7496.0,262.0,360.0,1.0,574.0,Y
Male,No,Graduate,No,15749.0,3490.0,392.0,180.0,1.0,603.0,Y
Female,Yes,Graduate,No,5841.0,14045.0,127.0,120.0,1.0,553.0,N
Male,Yes,Not Graduate,No,16423.0,11786.0,355.0,180.0,1.0,675.0,Y
Male,Yes,Not Graduate,No,6558.0,5797.0,364.0,360.0,1.0,486.0,Y
Female,Yes,Not Graduate,No,14768.0,602.0,663.0,360.0,1.0,575.0,Y
Female,No,Graduate,No,23302.0,3831.0,580.0,180.0,1.0,418.0,Y
Male,Yes,Not Graduate,No,13517.5,5460.0,500.0,240.0,1.0,463.0,N
Female,No,Not Graduate,No,2238.0,8496.0,559.0,240.0,1.0,503.0,N
Male,No,Not Graduate,No,19604.0,6946.0,665.0,240.0,1.0,645.0,Y
Male,Yes,Graduate,No,19152.0,3228.0,232.0,120.0,1.0,333.0,Y
Female,No,Graduate,No,24714.0,11351.0,290.0,120.0,1.0,817.0,Y
Female,Yes,Not Graduate,No,9388.0,9443.0,223.0,240.0,1.0,705.0,Y
Male,Yes,Graduate,Yes,22976.0,9128.0,530.0,360.0,0.0,654.0,Y
Male,Yes,Graduate,No,12426.0,7496.0,317.0,120.0,1.0,382.0,Y
Male,No,Graduate,No,9617.0,11909.0,502.0,180.0,1.0,450.0,Y
Male,No,Graduate,No,10082.0,2313.0,421.0,180.0,1.0,413.0,N
Female,No,Not Graduate,No,9579.0,10323.0,400.0,240.0,1.0,471.0,Y
Female,Yes,Graduate,No,15922.0,11475.0,170.0,120.0,1.0,310.0,Y
Female,Yes,Not Graduate,No,8456.0,3289.0,313.0,360.0,1.0,616.0,N
Male,Yes,Not Graduate,No,22501.0,6996.0,644.0,240.0,1.0,362.0,Y
Female,No,Graduate,No,4439.0,4844.0,473.0,240.0,1.0,530.0,Y
Male,Yes,Graduate,No,12019.0,2198.0,435.0,240.0,1.0,309.0,N
Female,Yes,Graduate,No,24470.0,8877.0,270.0,180.0,0.0,798.0,Y
Female,No,Not Graduate,No,23208.0,4235.0,443.0,240.0,1.0,812.0,N
Female,No,Not Graduate,No,12065.0,8246.0,555.0,360.0,1.0,455.0,Y
Female,No,Not Graduate,No,17235.0,3212.0,509.0,120.0,1.0,471.0,Y
Female,Yes,Not Graduate,Yes,14499.0,4169.0,400.0,120.0,0.0,536.0,Y
Male,Yes,Not Graduate,No,10391.0,3206.0,595.0,180.0,1.0,416.0,Y
Male,Yes,Not Graduate,No,10369.0,13284.0,390.0,360.0,1.0,539.0,N
Male,No,Not Graduate,No,7542.0,11147.0,536.0,120.0,1.0,685.0,Y
Female,No,Graduate,Yes,11122.0,10136.0,201.0,240.0,1.0,469.0,Y
Male,No,Not Graduate,No,13928.0,641.0,109.0,240.0,1.0,720.0,Y
Male,No,Not Graduate,No,4036.0,4839.0,140.0,240.0,1.0,322.0,N
Female,Yes,Not Graduate,Yes,11677.0,6169.0,469.0,120.0,1.0,595.0,Y
Female,Yes,Not Graduate,No,20475.0,7655.0,225.0,240.0,1.0,512.0,Y
Female,Yes,Graduate,No,7550.0,14770.0,482.0,180.0,1.0,458.0,N
Male,Yes,Not Graduate,No,6263.0,13892.0,426.0,120.0,1.0,520.0,Y
Male,Yes,Not Graduate,No,24814.0,61.0,549.0,240.0,1.0,533.0,Y
Female,Yes,Graduate,No,17044.0,1223.0,622.0,360.0,1.0,773.0,N
Female,Yes,Graduate,Yes,20768.0,10729.0,631.0,360.0,1.0,780.0,N
Male,Yes,Not Graduate,No,14280.0,492.0,372.0,360.0,0.0,679.0,Y
Male,No,Not Graduate,No,12107.0,14280.0,601.0,240.0,1.0,397.0,Y
Male,No,Not Graduate,No,8326.0,6822.0,586.0,360.0,1.0,492.0,Y
Female,Yes,Not Graduate,Yes,15891.0,6611.0,326.0,360.0,1.0,618.0,Y
Male,No,Not Graduate,No,13126.0,1139.0,326.0,240.0,1.0,737.0,Y
Male,Yes,Not Graduate,No,11028.0,5490.0,440.0,120.0,1.0,385.0,Y
Male,Yes,Graduate,No,9721.0,6794.0,371.0,240.0,1.0,343.0,Y
Male,No,Graduate,No,20541.0,1255.0,494.0,360.0,1.0,563.0,Y
Male,Yes,Not Graduate,No,18689.0,2495.0,223.0,240.0,1.0,548.0,Y
Male,Yes,Not Graduate,No,9123.0,3285.0,294.0,240.0,1.0,322.0,Y
Female,Yes,Not Graduate,No,20437.0,2255.0,682.0,360.0,1.0,511.0,Y
Female,Yes,Graduate,Yes,7812.0,9193.0,272.0,240.0,1.0,827.0,Y
Male,Yes,Not Graduate,No,5344.0,1125.0,302.0,240.0,1.0,546.0,Y
Male,Yes,Graduate,No,22840.0,3881.0,132.0,360.0,1.0,808.0,N
Male,Yes,Graduate,No,3208.0,4105.0,310.0,240.0,1.0,537.0,Y
Male,No,Not Graduate,No,20242.0,11736.0,150.0,360.0,1.0,337.0,Y
Male,No,Graduate,No,21087.0,1146.0,506.0,240.0,0.0,669.0,Y
Female,Yes,Not Graduate,No,3971.0,786.0,640.0,240.0,1.0,731.0,Y
Female,No,Graduate,No,3113.0,10243.0,617.0,240.0,0.0,568.0,Y
Female,Yes,Not Graduate,No,2983.0,14802.0,232.0,360.0,1.0,422.0,Y
Female,Yes,Not Graduate,No,13502.0,258.0,195.0,360.0,1.0,326.0,Y
Male,Yes,Graduate,No,12963.0,14221.0,523.0,240.0,1.0,302.0,Y
Male,Yes,Graduate,Yes,12354.0,3849.0,181.0,240.0,1.0,616.0,Y
Male,No,Graduate,No,4127.0,6430.0,414.0,240.0,1.0,371.0,Y
Male,No,Not Graduate,No,22023.0,6174.0,379.0,240.0,1.0,444.0,N
Male,No,Graduate,Yes,2560.0,13999.0,185.0,360.0,0.0,709.0,Y
Female,No,Graduate,No,8652.0,4616.0,465.0,180.0,1.0,584.0,Y
Male,Yes,Not Graduate,No,12001.0,8180.0,465.0,240.0,0.0,371.0,Y
Female,No,Not Graduate,Yes,22771.0,715.0,192.0,360.0,1.0,478.0,N
Male,Yes,Graduate,No,21316.0,1643.0,170.0,180.0,1.0,342.0,Y
Female,Yes,Graduate,No,10482.0,123.0,425.0,120.0,1.0,499.0,N
Female,No,Graduate,Yes,14829.0,1773.0,606.0,180.0,1.0,708.0,Y
Male,Yes,Not Graduate,No,3909.0,9113.0,425.0,360.0,1.0,533.0,Y
Female,No,Not Graduate,No,17099.0,2177.0,290.0,120.0,0.0,661.0,N
Female,No,Graduate,No,9230.0,6889.0,313.0,180.0,1.0,801.0,Y
Female,No,Not Graduate,No,14881.0,14851.0,146.0,240.0,1.0,423.0,Y
Male,No,Graduate,No,19812.0,1503.0,188.0,360.0,1.0,610.0,Y
Male,No,Graduate,No,19331.0,14043.0,326.0,360.0,1.0,472.0,N
Male,Yes,Not Graduate,No,12719.0,5661.0,496.0,120.0,1.0,774.0,Y
Female,Yes,Graduate,No,3348.0,7094.0,316.0,360.0,1.0,513.0,Y
Female,No,Graduate,Yes,10572.0,14235.0,400.0,180.0,1.0,544.0,Y
Male,Yes,Not Graduate,No,11896.0,10044.0,515.0,180.0,1.0,353.0,Y
Female,No,Graduate,No,2309.0,2124.0,269.0,240.0,1.0,401.0,Y
Male,No,Graduate,No,21798.0,3254.0,464.0,360.0,1.0,796.0,Y
Male,Yes,Not Graduate,No,7789.0,2413.0,331.0,240.0,1.0,835.0,N
Female,Yes,Graduate,No,13517.5,4387.0,427.0,360.0,1.0,456.0,N
Female,No,Graduate,No,13086.0,6089.0,332.0,240.0,1.0,307.0,Y
Female,Yes,Not Graduate,No,8568.0,5833.0,136.0,360.0,1.0,758.0,Y
Female,No,Not Graduate,No,15453.0,156.0,501.0,120.0,1.0,571.0,Y
Male,Yes,Not Graduate,No,10852.0,9315.0,525.0,360.0,1.0,716.0,Y
Male,No,Graduate,No,21831.0,5003.0,507.0,180.0,1.0,619.0,N
Male,No,Not Graduate,No,20657.0,5753.0,316.0,240.0,1.0,554.0,Y
Male,Yes,Graduate,No,12264.0,917.0,269.0,240.0,1.0,456.0,Y
Male,Yes,Not Graduate,No,18049.0,14138.0,457.0,240.0,1.0,604.0,Y
Female,No,Graduate,No,13628.0,6253.0,285.0,360.0,1.0,408.0,Y
Male,Yes,Graduate,No,4142.0,1702.0,260.0,240.0,1.0,387.0,N
Male,No,Not Graduate,No,16843.0,1665.0,383.0,180.0,1.0,304.0,N
Male,No,Graduate,Yes,18175.0,5389.0,283.0,180.0,1.0,736.0,Y
Female,No,Graduate,No,11797.0,12425.0,636.0,360.0,1.0,538.0,N
Female,No,Not Graduate,No,15487.0,7163.0,241.0,240.0,1.0,434.0,Y
Female,No,Graduate,Yes,23123.0,5807.0,695.0,240.0,0.0,811.0,Y
Female,Yes,Graduate,No,16825.0,2111.0,330.0,360.0,1.0,710.0,Y
Male,Yes,Graduate,No,12142.0,3714.0,567.0,360.0,1.0,500.0,Y
Male,Yes,Not Graduate,No,2458.0,10746.0,487.0,360.0,1.0,681.0,Y
Female,No,Not Graduate,No,9580.0,6983.0,257.0,240.0,1.0,485.0,Y
Female,No,Not Graduate,No,18721.0,5110.0,417.0,180.0,0.0,601.0,N
Male,Yes,Not Graduate,No,17298.0,14011.0,284.0,360.0,1.0,602.0,Y
Male,No,Not Graduate,No,14135.0,11216.0,520.0,360.0,1.0,776.0,Y
Female,No,Not Graduate,No,23834.0,12227.0,282.0,360.0,1.0,614.0,Y
Female,No,Not Graduate,Yes,9380.0,11028.0,696.0,240.0,1.0,728.0,N
Female,Yes,Not Graduate,No,6020.0,2397.0,676.0,360.0,1.0,665.0,Y
Female,Yes,Graduate,No,7643.0,10386.0,151.0,360.0,1.0,361.0,Y
Male,Yes,Graduate,No,19326.0,5454.0,102.0,360.0,1.0,424.0,N
Male,Yes,Graduate,No,18729.0,1555.0,176.0,120.0,1.0,669.0,Y
Male,Yes,Graduate,No,22278.0,11817.0,681.0,240.0,1.0,567.0,Y
Female,No,Not Graduate,No,10516.0,11101.0,115.0,240.0,1.0,813.0,Y
Female,No,Graduate,No,8610.0,4502.0,329.0,360.0,0.0,341.0,Y
Male,No,Graduate,Yes,20522.0,7496.0,366.0,180.0,1.0,481.0,Y
Male,No,Graduate,No,22773.0,12939.0,405.0,360.0,1.0,310.0,Y
Male,Yes,Graduate,No,13804.0,1544.0,105.0,180.0,1.0,539.0,Y
Male,Yes,Graduate,No,9816.0,7496.0,209.0,120.0,1.0,668.0,N
Female,No,Not Graduate,Yes,13932.0,14161.0,242.0,240.0,0.0,705.0,Y
Male,Yes,Not Graduate,No,18642.0,6848.0,397.5,360.0,1.0,512.0,Y
Male,No,Graduate,No,19494.0,11010.0,528.0,360.0,1.0,408.0,Y
Male,No,Graduate,No,8487.0,13447.0,265.0,120.0,1.0,476.0,Y
Male,No,Graduate,No,19204.0,8230.0,359.0,180.0,1.0,336.0,Y
Male,No,Graduate,Yes,7988.0,13631.0,493.0,180.0,0.0,558.0,N
Male,Yes,Not Graduate,No,7635.0,4382.0,220.0,120.0,0.0,460.0,Y
Male,No,Graduate,No,23048.0,8046.0,512.0,240.0,1.0,374.0,Y
Female,Yes,Not Graduate,No,9093.0,13255.0,239.0,240.0,1.0,498.0,Y
Female,No,Graduate,No,6604.0,13774.0,267.0,360.0,1.0,336.0,Y
Female,No,Not Graduate,No,19947.0,4986.0,183.0,180.0,1.0,847.0,Y
Female,No,Not Graduate,No,24727.0,12949.0,520.0,360.0,1.0,586.0,Y
Male,No,Not Graduate,No,11399.0,3423.0,367.0,240.0,1.0,723.0,Y
Female,Yes,Graduate,No,3839.0,9220.0,137.0,240.0,1.0,737.0,N
Female,No,Graduate,No,9675.0,235.0,402.0,360.0,0.0,672.0,Y
Male,Yes,Not Graduate,No,13544.0,14571.0,437.0,180.0,1.0,524.0,Y
Male,No,Graduate,No,10001.0,7993.0,429.0,180.0,1.0,729.0,N
Female,No,Graduate,No,11575.0,9160.0,298.0,180.0,1.0,469.0,Y
Female,No,Not Graduate,No,4306.0,14836.0,104.0,360.0,1.0,669.0,Y
Male,Yes,Graduate,No,16230.0,7496.0,531.0,120.0,1.0,392.0,Y
Female,No,Not Graduate,No,12664.0,1230.0,470.0,240.0,1.0,775.0,N
Male,No,Graduate,No,17114.0,238.0,202.0,360.0,1.0,314.0,Y
Male,No,Graduate,No,23524.0,10046.0,534.0,240.0,1.0,585.0,N
Male,No,Not Graduate,No,13517.5,4924.0,480.0,240.0,1.0,322.0,Y
Male,No,Not Graduate,No,13159.0,51.0,165.0,120.0,1.0,802.0,N
Female,Yes,Not Graduate,No,15299.0,10347.0,678.0,360.0,1.0,422.0,N
Male,Yes,Not Graduate,No,19344.0,9572.0,369.0,360.0,1.0,571.0,N
Male,No,Graduate,No,10629.0,1056.0,146.0,360.0,0.0,457.0,Y
Female,No,Graduate,No,2455.0,8213.0,464.0,360.0,1.0,588.0,Y
Male,Yes,Graduate,Yes,22201.0,8498.0,279.0,240.0,1.0,740.0,N
Female,No,Not Graduate,Yes,11761.0,12298.0,167.0,240.0,1.0,551.0,Y
Female,Yes,Graduate,No,11810.0,13950.0,214.0,360.0,1.0,768.0,Y
Female,No,Graduate,No,13804.0,7609.0,125.0,360.0,1.0,837.0,Y
Male,No,Graduate,No,3512.0,2609.0,658.0,360.0,1.0,825.0,N
Female,Yes,Not Graduate,Yes,6738.0,12485.0,306.0,360.0,1.0,315.0,N
Female,Yes,Not Graduate,No,18775.0,3600.0,172.0,240.0,1.0,592.0,N
Male,Yes,Graduate,No,4621.0,1965.0,358.0,240.0,0.0,550.0,Y
Female,Yes,Graduate,No,17718.0,13355.0,397.5,180.0,1.0,460.0,N
Female,Yes,Not Graduate,No,8176.0,13496.0,129.0,240.0,1.0,557.0,Y
Female,No,Not Graduate,No,17495.0,6532.0,520.0,180.0,1.0,844.0,N
Female,Yes,Not Graduate,No,11112.0,12838.0,102.0,240.0,0.0,362.0,N
Female,Yes,Not Graduate,No,24103.0,3578.0,620.0,120.0,1.0,639.0,N
Male,No,Graduate,No,8041.0,5561.0,619.0,240.0,1.0,574.0,Y
