Gender,Married,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Credit_Score,Loan_Status
Male,No,Not Graduate,Yes,14966,2565,182,120,1,662,Y
Female,Yes,Not Graduate,No,5361,2763,209,120,0,658,N
Female,Yes,Not Graduate,No,9835,6328,289,120,0,623,Y
Male,Yes,Graduate,No,13172,5991,350,180,0,625,N
Male,No,Graduate,Yes,18390,3406,390,240,1,464,Y
Female,No,Graduate,Yes,5267,8923,300,180,0,754,N
Male,No,Not Graduate,No,8564,4780,425,120,1,452,N
Female,No,Graduate,No,13411,4177,610,360,1,426,Y
Female,No,Graduate,No,7906,6476,508,240,1,492,Y
Female,Yes,Not Graduate,Yes,18028,2604,607,180,1,829,Y
Female,No,Not Graduate,No,9611,8181,171,240,0,309,N
Female,Yes,Graduate,No,19297,2382,346,360,0,391,N
Male,Yes,Graduate,Yes,4011,531,686,180,1,438,Y
Male,Yes,Graduate,No,19826,6079,665,120,1,780,Y
Female,No,Graduate,Yes,13246,634,443,180,1,748,N
Female,No,Graduate,Yes,15790,9961,153,240,0,632,N
Male,No,Graduate,Yes,13738,2,627,240,1,639,N
Male,Yes,Not Graduate,No,16730,8397,631,240,1,351,Y
Female,Yes,Not Graduate,No,13120,5951,657,240,1,765,N
Male,Yes,Not Graduate,Yes,10767,5626,292,120,1,774,N
Female,Yes,Graduate,No,15703,7739,157,180,1,700,N
Male,Yes,Not Graduate,No,2929,6003,536,120,0,738,N
Female,Yes,Graduate,No,13951,2890,210,120,1,808,N
Male,No,Graduate,No,17845,6239,228,120,1,452,N
Female,No,Not Graduate,Yes,19438,8026,425,240,1,813,Y
Male,No,Graduate,No,17747,3306,107,240,1,802,N
Male,No,Graduate,Yes,7744,897,128,240,0,305,Y
Female,Yes,Not Graduate,Yes,11649,9277,211,180,1,799,Y
Male,Yes,Not Graduate,No,8980,9471,230,360,1,417,Y
Female,No,Not Graduate,Yes,9069,670,287,240,1,784,N
Male,Yes,Graduate,No,11591,7291,574,180,1,767,Y
Female,No,Not Graduate,No,2442,1505,463,240,1,460,Y
Male,No,Not Graduate,Yes,6652,6460,303,240,1,569,Y
Female,No,Graduate,Yes,11370,5167,311,120,1,355,Y
Male,Yes,Not Graduate,Yes,9597,5255,375,120,1,527,Y
Female,No,Not Graduate,Yes,16325,249,172,120,1,448,N
Male,No,Not Graduate,No,6458,6457,342,180,1,345,N
Female,No,Graduate,No,8591,1892,201,360,1,443,Y
Female,Yes,Graduate,No,18346,3439,270,360,1,639,N
Female,Yes,Graduate,Yes,13826,2854,287,180,0,712,N
Male,No,Graduate,Yes,16138,9695,540,240,0,819,Y
Female,Yes,Not Graduate,Yes,19294,3792,185,180,1,643,N
Male,Yes,Graduate,No,4169,5330,575,240,1,686,N
Female,Yes,Graduate,Yes,8313,7871,151,180,1,772,Y
Male,Yes,Not Graduate,No,10315,8235,210,180,1,574,Y
Female,Yes,Not Graduate,Yes,10036,3612,142,180,0,652,N
Male,Yes,Not Graduate,No,2785,2618,310,360,1,365,N
Male,Yes,Graduate,No,8139,4678,299,120,1,378,Y
Female,Yes,Graduate,Yes,8344,3163,125,180,0,501,N
Male,Yes,Graduate,Yes,16973,9480,398,360,0,412,N
Male,Yes,Not Graduate,No,7619,2942,176,120,1,390,N
Female,No,Not Graduate,No,3936,8411,236,120,1,440,N
Male,No,Graduate,Yes,5807,1925,119,180,1,588,Y
Male,Yes,Not Graduate,Yes,9151,2972,539,240,1,710,N
Male,No,Not Graduate,No,11493,990,310,240,0,676,N
Female,No,Not Graduate,Yes,14355,1812,650,240,0,683,Y
Male,Yes,Graduate,No,5236,8995,534,180,1,451,N
Female,Yes,Not Graduate,No,17848,489,306,240,1,618,N
Male,Yes,Not Graduate,Yes,4352,5876,538,360,0,668,Y
Male,No,Graduate,Yes,3932,9685,141,360,1,761,N
Male,No,Graduate,Yes,12913,3645,510,360,1,311,Y
Female,Yes,Not Graduate,Yes,10556,7081,622,360,1,455,Y
Male,Yes,Not Graduate,Yes,7498,2891,526,120,1,776,Y
Male,Yes,Graduate,No,12582,9897,374,360,1,700,Y
Female,No,Graduate,No,19330,3516,547,240,1,476,N
Male,No,Not Graduate,Yes,15865,3340,468,180,1,640,Y
Female,No,Not Graduate,Yes,11569,6410,319,240,1,356,N
Female,No,Not Graduate,Yes,19823,53,676,360,1,747,Y
Male,Yes,Not Graduate,No,6857,2575,331,120,1,502,N
Female,Yes,Graduate,Yes,2340,615,427,360,1,501,N
Male,Yes,Not Graduate,Yes,13181,5944,542,180,0,629,N
Female,Yes,Not Graduate,No,18766,7404,151,240,1,662,Y
Female,No,Graduate,No,10491,954,475,180,1,753,Y
Male,No,Not Graduate,Yes,2138,1629,362,180,1,655,Y
Female,Yes,Graduate,Yes,2358,6859,366,180,0,515,N
Female,Yes,Not Graduate,Yes,11714,8841,458,240,1,322,Y
Female,No,Not Graduate,No,3627,3278,416,360,1,454,N
Female,Yes,Graduate,Yes,17996,5455,423,180,1,485,N
Female,No,Graduate,Yes,7004,3801,662,240,1,548,Y
Male,Yes,Not Graduate,Yes,15283,2561,520,120,1,433,N
Female,Yes,Not Graduate,No,8652,6539,145,240,1,620,N
Male,Yes,Not Graduate,No,4151,370,699,120,1,689,N
Female,Yes,Graduate,Yes,11429,857,368,240,1,733,Y
Male,Yes,Not Graduate,Yes,16072,4886,480,360,1,321,Y
Male,Yes,Graduate,No,13927,7485,217,180,1,424,Y
Female,Yes,Graduate,No,8905,383,665,360,1,378,N
Female,No,Not Graduate,No,14452,4334,215,240,1,350,N
Female,No,Graduate,No,18212,4290,359,180,1,475,Y
Male,No,Not Graduate,No,3307,2725,174,120,1,552,N
Female,No,Not Graduate,No,16852,6204,579,240,1,545,Y
Male,No,Not Graduate,No,4660,6111,404,180,0,405,N
Male,Yes,Not Graduate,No,12403,4251,106,120,0,492,N
Male,Yes,Not Graduate,No,12238,922,465,120,1,615,N
Female,No,Graduate,Yes,8207,2915,622,360,1,601,N
Female,Yes,Graduate,Yes,3140,7957,447,240,1,847,Y
Male,No,Not Graduate,Yes,3708,3046,537,120,0,567,Y
Male,No,Not Graduate,No,5630,9166,314,180,1,469,N
Female,Yes,Graduate,Yes,12485,1230,528,120,1,754,Y
Male,Yes,Graduate,No,14021,7647,597,120,1,591,Y
Female,Yes,Graduate,No,18859,4933,639,360,1,440,N
Male,No,Graduate,Yes,9684,9555,466,360,0,445,Y
Female,Yes,Not Graduate,No,3207,3940,412,180,1,724,N
Male,No,Not Graduate,Yes,15331,6483,637,360,1,613,N
Female,No,Graduate,Yes,3960,203,153,120,0,483,N
Male,No,Not Graduate,Yes,2557,160,640,120,1,427,N
Female,Yes,Graduate,No,17883,8960,566,360,1,586,N
Female,Yes,Not Graduate,Yes,15893,3748,263,120,1,552,N
Male,No,Graduate,No,2882,6718,433,120,0,685,N
Male,Yes,Not Graduate,Yes,6761,2581,646,180,1,529,Y
Female,Yes,Graduate,Yes,7867,1093,447,360,1,570,N
Male,Yes,Graduate,Yes,14869,4500,372,120,1,714,N
Female,No,Not Graduate,No,9166,8799,513,360,1,497,Y
Male,No,Graduate,No,14982,5710,599,180,1,622,Y
Female,Yes,Not Graduate,No,9929,9732,192,360,1,355,N
Female,No,Not Graduate,Yes,7347,2875,178,120,1,502,Y
Female,Yes,Graduate,Yes,9269,3191,316,360,0,437,N
Female,Yes,Not Graduate,No,15527,1837,457,120,1,721,N
Female,Yes,Not Graduate,No,4454,689,606,120,1,356,Y
Female,Yes,Not Graduate,No,14991,3759,658,120,1,370,N
Male,No,Not Graduate,No,4808,2103,280,180,1,671,Y
Male,No,Not Graduate,No,8642,365,675,360,0,813,N
Male,No,Graduate,No,5825,8092,345,180,1,383,Y
Female,Yes,Not Graduate,Yes,5536,4172,343,360,1,342,N
Female,Yes,Not Graduate,No,17309,6033,605,180,1,432,Y
Female,Yes,Not Graduate,Yes,5802,2378,521,240,1,694,Y
Female,No,Not Graduate,Yes,8142,1205,419,120,1,364,Y
Male,Yes,Not Graduate,No,11094,4988,186,120,1,589,Y
Male,No,Graduate,No,2364,5669,316,180,1,675,N
Female,No,Not Graduate,Yes,17688,2735,589,240,1,766,Y
Male,No,Graduate,No,3863,9867,618,120,1,512,N
Male,No,Graduate,No,18499,8490,377,360,1,447,N
Female,No,Graduate,Yes,9084,956,268,180,0,770,N
Male,No,Graduate,Yes,10016,9306,429,120,1,448,N
Female,Yes,Not Graduate,Yes,4384,6623,540,120,1,387,N
Male,Yes,Graduate,No,17072,1474,490,180,1,623,Y
Female,No,Graduate,Yes,5935,4460,595,180,1,695,Y
Female,No,Not Graduate,No,15127,7002,480,360,1,703,N
Female,Yes,Not Graduate,Yes,16482,6396,405,360,0,381,N
Female,No,Not Graduate,Yes,9742,2828,612,120,1,585,N
Male,No,Graduate,Yes,18165,2850,287,120,0,681,Y
Female,Yes,Not Graduate,No,4490,2964,615,180,1,569,Y
Female,No,Not Graduate,No,15324,4594,526,120,1,591,Y
Female,No,Graduate,Yes,3137,9141,601,120,0,752,N
Male,No,Not Graduate,Yes,5420,6644,359,180,1,323,N
Female,Yes,Not Graduate,Yes,7845,2850,612,120,0,610,Y
Male,Yes,Not Graduate,No,5906,165,170,120,1,760,Y
Female,Yes,Not Graduate,Yes,14413,919,577,240,0,507,N
Male,No,Graduate,No,2276,8305,277,360,1,737,N
Male,No,Not Graduate,Yes,19611,3504,556,180,1,837,Y
Female,Yes,Not Graduate,Yes,8337,991,288,240,1,635,N
Male,No,Graduate,Yes,13944,6047,390,360,1,721,N
Female,No,Not Graduate,Yes,17906,3839,619,360,1,620,N
Female,No,Graduate,Yes,19079,1258,391,360,1,796,N
Female,No,Not Graduate,Yes,14306,7609,382,240,1,462,Y
Male,No,Graduate,No,12503,8706,643,240,1,840,Y
Male,Yes,Graduate,Yes,6208,4804,476,360,1,464,N
Female,No,Graduate,No,13590,67,255,120,1,594,Y
Female,Yes,Graduate,Yes,12886,9788,607,120,1,341,N
Male,No,Not Graduate,Yes,14866,5660,512,240,1,584,N
Female,Yes,Graduate,No,3088,4478,627,240,1,686,N
Female,No,Not Graduate,Yes,5363,8210,454,240,1,437,Y
Female,Yes,Graduate,No,2024,3521,658,360,1,486,Y
Male,No,Graduate,No,11764,572,286,120,0,730,N
Male,Yes,Graduate,Yes,11959,7082,130,240,0,715,Y
Male,No,Not Graduate,No,14935,7832,359,240,1,725,N
Female,Yes,Graduate,No,10068,5395,520,180,1,715,N
Female,No,Not Graduate,Yes,9295,2258,628,360,1,325,Y
Female,Yes,Not Graduate,No,10392,6039,650,180,1,670,N
Male,Yes,Not Graduate,Yes,13390,650,403,120,1,684,Y
Female,No,Not Graduate,Yes,10448,5741,138,180,1,355,Y
Female,No,Not Graduate,Yes,12433,6838,588,180,1,552,N
Female,Yes,Not Graduate,Yes,17038,2587,641,180,1,405,N
Female,No,Not Graduate,No,13528,7876,377,360,1,429,N
Male,Yes,Not Graduate,Yes,17743,3262,302,120,0,675,N
Male,Yes,Not Graduate,Yes,10605,1338,165,180,1,607,N
Female,Yes,Graduate,No,4014,4996,207,360,0,390,Y
Male,No,Graduate,Yes,3381,5780,367,120,0,692,Y
Male,Yes,Graduate,Yes,3098,2827,321,240,1,833,N
Female,Yes,Graduate,No,11101,5232,629,180,1,409,Y
Female,No,Graduate,No,2187,2217,189,120,1,639,N
Male,No,Not Graduate,No,13948,3539,354,180,0,655,N
Female,No,Not Graduate,No,12207,7845,554,240,0,467,N
Male,No,Not Graduate,No,4092,9229,352,120,1,751,Y
Female,Yes,Not Graduate,No,7242,4383,356,360,1,404,Y
Male,Yes,Not Graduate,No,10549,2961,482,120,1,449,Y
Female,Yes,Not Graduate,Yes,7185,3226,541,360,1,445,N
Male,Yes,Not Graduate,No,17271,6837,698,120,1,598,N
Male,No,Graduate,No,7776,7031,189,360,0,466,N
Male,Yes,Graduate,No,14449,9290,489,240,1,347,N
Female,Yes,Graduate,Yes,9823,9131,681,240,1,538,Y
Male,No,Graduate,Yes,17717,3716,143,240,1,306,N
Male,Yes,Not Graduate,No,9355,3414,697,120,1,763,N
Female,Yes,Not Graduate,No,8465,1448,118,240,1,752,Y
Female,Yes,Not Graduate,No,14737,570,200,180,1,670,Y
Male,Yes,Graduate,Yes,19881,2904,456,240,0,848,N
Male,Yes,Not Graduate,Yes,15324,2505,641,360,0,786,N
Female,Yes,Not Graduate,No,12350,917,132,360,1,510,Y
Female,No,Not Graduate,Yes,4555,6982,328,360,0,464,N
Female,No,Graduate,No,4951,7427,623,120,1,424,Y
Female,Yes,Not Graduate,Yes,19622,6336,254,180,1,636,Y
Female,Yes,Graduate,Yes,6727,1678,522,240,1,491,N
Male,No,Graduate,No,7686,615,345,180,1,513,N
Female,Yes,Graduate,No,5701,9941,504,180,0,627,N
Male,Yes,Graduate,No,4780,7086,640,360,1,680,Y
Male,Yes,Not Graduate,No,19972,4749,260,360,1,538,Y
Male,No,Graduate,Yes,4368,3505,216,360,1,831,Y
Female,Yes,Graduate,Yes,17592,4529,370,120,1,381,Y
Male,No,Not Graduate,Yes,2436,1135,586,180,1,662,Y
Male,Yes,Not Graduate,No,4828,8566,271,180,1,804,Y
Female,No,Graduate,Yes,3556,7226,373,120,1,501,Y
Male,No,Not Graduate,No,15364,5162,358,120,1,803,Y
Male,Yes,Graduate,Yes,17061,206,234,120,0,336,N
Female,No,Graduate,No,12576,4875,521,180,1,701,Y
Male,Yes,Graduate,No,18566,1319,520,180,1,475,Y
Male,No,Graduate,Yes,9190,1141,285,360,1,844,N
Male,Yes,Not Graduate,No,7565,4627,463,360,1,766,Y
Female,Yes,Graduate,No,17369,7389,477,180,1,500,N
Female,No,Not Graduate,Yes,3589,2690,622,360,1,839,Y
Female,Yes,Not Graduate,No,2159,7323,679,120,0,846,Y
Male,Yes,Not Graduate,No,14145,3255,295,240,1,693,Y
Male,No,Not Graduate,No,17373,8281,197,360,0,341,Y
Female,Yes,Graduate,Yes,8555,5213,121,180,0,692,N
Male,Yes,Not Graduate,Yes,18237,4108,549,360,1,740,N
Male,No,Graduate,No,11203,3020,271,360,1,805,Y
Female,No,Not Graduate,Yes,10244,1857,482,360,1,619,Y
Female,Yes,Not Graduate,No,16743,8996,233,240,0,514,N
Male,Yes,Graduate,No,15333,9136,525,120,0,370,Y
Male,No,Graduate,No,15341,2789,124,180,1,535,N
Male,No,Graduate,No,3228,3875,602,240,1,580,Y
Female,Yes,Not Graduate,No,7590,7605,284,180,1,461,N
Female,No,Not Graduate,Yes,7585,9802,184,180,0,490,Y
Female,Yes,Graduate,No,11227,8135,666,180,0,308,Y
Female,Yes,Graduate,Yes,8046,6055,243,240,1,359,N
Male,Yes,Graduate,Yes,14237,3882,511,120,1,524,N
Female,Yes,Graduate,No,17649,7175,323,180,1,586,N
Female,Yes,Not Graduate,No,6945,7129,319,120,1,468,N
Female,No,Graduate,Yes,9927,5021,278,120,0,361,N
Female,No,Graduate,Yes,14641,4735,532,360,1,648,Y
Female,No,Graduate,Yes,17998,2387,364,240,1,741,N
Male,No,Graduate,No,15386,6582,528,240,1,313,Y
Male,Yes,Not Graduate,Yes,9016,9133,515,360,0,463,N
Female,Yes,Graduate,No,16027,5866,552,360,1,719,N
Male,Yes,Not Graduate,No,17920,2566,296,120,1,819,Y
Female,Yes,Graduate,No,15752,975,653,180,1,847,Y
Female,No,Graduate,Yes,5167,7212,152,240,0,327,Y
Male,Yes,Not Graduate,No,13989,9146,579,180,0,745,Y
Male,Yes,Graduate,No,16087,1262,542,180,1,507,N
Female,No,Not Graduate,No,4437,5047,429,360,1,769,Y
Female,No,Not Graduate,No,17275,9135,350,180,1,403,Y
Female,No,Graduate,No,7276,7382,222,120,1,725,N
Male,No,Not Graduate,Yes,10859,6231,486,360,1,400,N
Female,Yes,Not Graduate,No,9818,3327,438,180,0,840,N
Female,Yes,Not Graduate,No,6728,5630,447,360,1,821,N
Female,No,Not Graduate,Yes,7738,2259,128,120,0,405,N
Male,Yes,Not Graduate,No,7793,1257,134,120,1,576,N
Female,Yes,Not Graduate,Yes,6523,464,617,180,1,364,N
Female,Yes,Not Graduate,No,7571,3294,495,360,1,487,N
Male,No,Not Graduate,Yes,18209,6774,393,180,1,616,Y
Female,Yes,Graduate,Yes,17246,7431,688,180,1,437,Y
Female,No,Graduate,No,12380,1230,448,360,1,642,N
Male,Yes,Not Graduate,No,4224,9076,246,180,1,404,N
Female,Yes,Graduate,No,10389,3805,166,120,1,845,N
Male,Yes,Not Graduate,Yes,17927,6419,619,360,1,679,N
Male,No,Not Graduate,Yes,13684,5750,221,360,0,409,N
Female,Yes,Graduate,Yes,12640,3856,439,360,1,844,N
Female,No,Not Graduate,No,10662,3135,274,360,0,653,N
Female,No,Not Graduate,Yes,8361,6953,696,180,1,616,N
Female,No,Not Graduate,Yes,3948,9116,550,180,1,565,Y
Male,Yes,Not Graduate,No,14091,6034,656,120,1,364,Y
Female,Yes,Graduate,Yes,13992,4589,235,240,0,632,N
Male,Yes,Not Graduate,Yes,8318,1546,115,240,1,812,Y
Female,Yes,Not Graduate,No,14180,6065,432,120,1,432,N
Female,No,Not Graduate,Yes,2234,1094,294,240,1,839,Y
Female,No,Graduate,No,17372,2411,595,120,1,834,N
Male,No,Not Graduate,No,2522,2617,108,180,1,795,N
Female,Yes,Graduate,No,14718,8954,433,360,1,668,N
Female,No,Graduate,No,11821,4145,432,360,1,398,Y
Female,Yes,Not Graduate,No,7832,2775,426,180,0,616,N
Female,No,Not Graduate,Yes,14820,6628,114,360,1,422,N
Male,Yes,Graduate,Yes,18211,3155,325,360,1,619,Y
Female,Yes,Not Graduate,No,9122,3970,524,240,1,794,N
Male,No,Graduate,No,7842,7972,507,180,1,756,Y
Male,No,Graduate,Yes,3316,8775,212,240,1,821,Y
Male,No,Not Graduate,No,15200,5415,527,240,1,819,Y
Male,No,Not Graduate,No,19508,4331,100,360,0,614,N
Male,Yes,Graduate,No,17206,1942,365,360,0,841,N
Male,No,Graduate,Yes,3378,6026,590,180,0,778,N
Female,No,Graduate,Yes,3519,8301,307,360,1,319,Y
Male,No,Graduate,No,9935,191,468,360,1,429,Y
Male,Yes,Not Graduate,No,8093,9095,405,180,1,592,N
Male,Yes,Not Graduate,Yes,7355,861,111,360,1,431,N
Female,No,Not Graduate,Yes,11083,6711,444,240,1,655,N
Female,Yes,Not Graduate,No,7574,9275,564,180,1,353,Y
Male,No,Not Graduate,No,15324,649,593,360,1,686,Y
Female,Yes,Graduate,Yes,4257,4134,467,120,1,564,N
Male,Yes,Not Graduate,Yes,15411,7587,519,180,1,514,N
Male,Yes,Not Graduate,Yes,17233,8828,270,180,1,759,Y
Female,Yes,Not Graduate,No,17887,1036,233,120,1,757,Y
Male,No,Not Graduate,Yes,4005,4131,526,360,1,342,N
Female,No,Not Graduate,No,12860,2148,124,360,1,577,Y
Female,No,Graduate,Yes,12070,5457,629,180,1,429,N
Male,Yes,Graduate,Yes,11388,6079,289,180,0,649,Y
Male,No,Graduate,Yes,16609,2430,240,360,1,843,Y
Female,No,Not Graduate,Yes,18363,1879,654,360,1,405,N
Male,No,Graduate,No,18923,7542,414,240,1,300,Y
Male,Yes,Graduate,No,16823,2011,543,180,1,731,N
Male,Yes,Not Graduate,Yes,19845,3373,418,180,0,605,N
Female,Yes,Not Graduate,No,10547,7357,540,120,1,826,Y
Female,No,Not Graduate,Yes,13515,1289,191,240,1,352,Y
Male,No,Graduate,Yes,2234,1447,278,360,0,819,N
Female,No,Graduate,Yes,16562,3199,155,240,1,629,Y
Female,Yes,Not Graduate,Yes,19932,6381,254,360,1,624,Y
Female,Yes,Not Graduate,No,9480,7522,210,360,1,413,Y
Female,No,Graduate,Yes,6213,6059,236,240,1,446,N
Female,Yes,Graduate,Yes,12293,3183,331,180,1,465,N
Male,Yes,Not Graduate,No,3673,5462,567,360,1,678,N
Male,Yes,Not Graduate,Yes,4100,3216,580,240,0,438,Y
Male,Yes,Graduate,Yes,13849,3136,167,120,1,598,N
Female,No,Not Graduate,Yes,5841,3318,348,240,1,575,N
Female,Yes,Graduate,No,12197,2782,422,120,1,477,N
Male,Yes,Graduate,Yes,10016,9182,617,360,0,653,N
Female,Yes,Graduate,No,9011,7657,531,240,0,453,N
Male,Yes,Graduate,Yes,6493,4920,586,240,1,500,N
Male,No,Not Graduate,Yes,19058,6324,528,120,1,414,N
Male,No,Not Graduate,No,10578,6327,368,240,1,367,Y
Female,Yes,Graduate,Yes,4158,8417,636,240,1,744,Y
Female,Yes,Graduate,Yes,4064,776,247,360,1,744,Y
Male,Yes,Graduate,No,5253,5208,217,240,1,625,Y
Male,Yes,Graduate,No,14828,687,466,180,1,658,Y
Male,Yes,Graduate,No,3401,529,165,120,0,444,N
Male,Yes,Not Graduate,No,17193,5067,469,240,1,574,Y
Female,No,Not Graduate,No,14096,8080,274,120,0,808,N
Female,Yes,Not Graduate,Yes,6214,5518,687,120,1,478,N
Male,No,Not Graduate,No,13023,2153,594,120,1,776,Y
Male,No,Graduate,Yes,13950,9486,213,240,1,713,N
Female,Yes,Graduate,Yes,12704,6094,210,240,1,452,N
Female,No,Graduate,Yes,12343,6974,538,120,1,403,Y
Male,No,Graduate,No,13867,9718,246,180,1,374,Y
Male,No,Graduate,No,4745,4774,134,120,1,427,Y
Male,No,Not Graduate,Yes,5866,7692,408,180,1,644,N
Female,No,Graduate,No,13956,3103,637,120,1,830,Y
Female,No,Not Graduate,No,7818,2440,113,360,1,458,N
Female,Yes,Not Graduate,No,18093,4135,473,120,1,837,N
Male,No,Not Graduate,No,17493,7124,656,120,1,725,Y
Male,No,Not Graduate,Yes,19908,5201,527,240,0,322,N
Female,No,Graduate,Yes,10224,844,332,180,1,346,Y
Female,Yes,Not Graduate,No,6025,446,662,360,1,824,N
Male,No,Not Graduate,Yes,8155,3915,539,180,1,443,Y
Female,Yes,Not Graduate,No,15839,3109,601,360,1,718,N
Female,No,Graduate,No,2719,1234,374,120,0,384,Y
Male,Yes,Graduate,Yes,16890,6587,175,240,1,715,N
Female,Yes,Graduate,Yes,19356,226,538,240,1,781,N
Male,No,Not Graduate,Yes,6426,4143,388,180,1,755,Y
Male,No,Not Graduate,No,14512,7185,639,240,1,596,N
Male,Yes,Graduate,Yes,17064,5558,352,180,0,411,Y
Male,No,Not Graduate,No,15767,186,225,180,1,529,N
Male,Yes,Graduate,Yes,13308,2535,276,360,1,395,N
Male,Yes,Graduate,Yes,13477,1932,136,180,1,677,Y
Male,Yes,Not Graduate,No,14903,9040,509,360,1,455,Y
Female,Yes,Not Graduate,No,10680,2032,226,240,1,720,Y
Male,Yes,Not Graduate,No,4204,1252,582,180,1,404,N
Male,No,Not Graduate,No,3102,5509,267,180,1,629,Y
Female,Yes,Graduate,No,7243,5074,691,120,0,738,Y
Female,Yes,Graduate,No,8614,1881,393,180,1,431,Y
Female,No,Graduate,No,18299,269,442,180,1,681,Y
Male,Yes,Graduate,No,10707,1630,409,120,1,437,N
Female,No,Graduate,Yes,15913,4405,627,120,0,569,Y
Male,No,Not Graduate,No,2630,6139,639,240,1,849,N
Male,No,Graduate,No,13908,1574,518,180,1,695,N
Male,Yes,Graduate,Yes,12847,1695,543,240,1,763,N
Male,Yes,Graduate,No,11171,3258,657,240,1,749,Y
Female,Yes,Not Graduate,Yes,14721,3262,335,120,1,630,N
Female,No,Not Graduate,Yes,18661,1445,538,360,1,552,N
Male,Yes,Not Graduate,No,18616,6263,313,240,1,584,Y
Male,No,Not Graduate,Yes,11744,8411,184,360,1,573,Y
Male,Yes,Graduate,No,7690,52,184,180,1,319,Y
Female,No,Graduate,Yes,15401,9949,588,120,0,538,Y
Male,Yes,Not Graduate,Yes,9659,5570,164,180,0,569,Y
Male,Yes,Not Graduate,Yes,12601,7579,163,180,1,717,N
Female,Yes,Graduate,No,13704,1666,442,120,1,609,Y
Female,No,Graduate,No,2025,6901,451,180,1,330,N
Male,No,Not Graduate,Yes,17384,2785,257,120,1,403,N
Female,Yes,Not Graduate,Yes,15705,719,688,360,0,485,Y
Female,Yes,Not Graduate,No,10652,8597,590,180,1,427,N
Male,No,Not Graduate,No,15379,6855,562,120,1,509,Y
Female,No,Graduate,Yes,9006,2294,324,240,1,713,N
Male,No,Graduate,Yes,10682,8263,412,180,1,580,Y
Female,Yes,Graduate,No,3072,9421,565,360,1,552,N
Male,No,Not Graduate,No,2215,9759,187,120,1,318,N
Male,Yes,Not Graduate,No,11915,4482,402,180,1,435,Y
Male,No,Graduate,No,11784,698,534,180,1,522,Y
Female,Yes,Graduate,No,16824,7243,234,180,1,302,N
Male,No,Graduate,Yes,5313,9018,149,360,0,535,Y
Female,No,Graduate,No,13033,5918,531,120,1,764,N
Male,No,Not Graduate,Yes,11968,348,439,240,0,527,N
Male,No,Graduate,No,18241,5374,446,240,1,798,Y
Female,No,Graduate,Yes,7939,7869,446,240,1,820,Y
Male,Yes,Graduate,No,16696,307,344,120,1,438,Y
Male,No,Graduate,No,16794,3416,208,240,0,575,Y
Female,No,Graduate,Yes,4295,4820,632,360,0,590,N
Male,No,Graduate,Yes,3696,3558,189,120,1,352,N
Male,Yes,Graduate,No,13185,4478,395,180,0,409,Y
Male,No,Not Graduate,No,14001,6531,211,360,0,303,Y
Male,Yes,Not Graduate,No,16350,4620,688,180,1,346,Y
Female,No,Not Graduate,No,5644,2985,276,240,1,393,Y
Female,No,Not Graduate,No,8420,8112,442,360,0,512,N
Male,Yes,Graduate,Yes,13837,8467,200,120,0,735,Y
Female,No,Not Graduate,Yes,8353,2547,500,360,1,807,N
Male,Yes,Not Graduate,No,12541,336,127,180,0,504,N
Female,Yes,Graduate,Yes,3932,2979,636,120,1,680,N
Male,No,Graduate,Yes,13486,3968,157,360,1,372,Y
Male,Yes,Not Graduate,Yes,3757,910,597,360,1,815,N
Male,No,Not Graduate,No,7085,1996,396,360,1,375,N
Male,No,Graduate,Yes,7637,3129,233,360,1,376,N
Male,Yes,Not Graduate,No,3116,5447,430,120,1,709,Y
Male,Yes,Graduate,Yes,12759,6129,348,180,0,405,Y
Female,Yes,Graduate,No,13691,5850,649,360,1,775,N
Male,Yes,Graduate,Yes,2492,4204,174,120,1,574,Y
Female,No,Graduate,No,10811,7446,267,180,1,387,Y
Male,No,Not Graduate,No,8474,8519,602,360,1,376,N
Female,Yes,Graduate,Yes,16385,9991,454,180,0,376,Y
Female,No,Graduate,No,11738,314,324,180,1,741,Y
Female,No,Not Graduate,No,15979,1134,630,120,0,839,Y
Male,No,Graduate,No,13755,4876,245,180,1,544,N
Male,No,Not Graduate,No,11797,8102,340,120,1,681,Y
Female,Yes,Not Graduate,No,16607,9712,443,360,1,441,N
Male,Yes,Not Graduate,No,14867,8347,134,180,1,667,Y
Female,No,Graduate,No,9866,5592,100,180,1,383,Y
Male,Yes,Not Graduate,No,17449,1724,252,240,1,442,N
Female,Yes,Not Graduate,Yes,12685,3343,528,360,1,651,Y
Female,Yes,Graduate,Yes,7451,886,607,360,1,844,N
Male,No,Not Graduate,No,10548,721,225,240,1,451,Y
Female,No,Not Graduate,No,9186,7678,590,240,1,457,Y
Male,No,Not Graduate,Yes,8102,9104,581,120,1,745,Y
Female,Yes,Not Graduate,Yes,2619,3357,444,120,1,602,Y
Female,No,Not Graduate,Yes,2882,870,320,180,0,749,N
Male,No,Graduate,No,5642,6751,124,180,1,523,N
Male,Yes,Not Graduate,Yes,3296,497,627,180,1,342,Y
Male,No,Not Graduate,No,16122,1756,281,180,0,563,N
Female,No,Graduate,No,4895,1117,598,120,1,302,N
Male,Yes,Graduate,Yes,19313,2828,141,360,1,567,Y
Female,Yes,Graduate,No,7366,1647,580,180,1,315,Y
Female,Yes,Not Graduate,No,10711,6992,538,360,1,633,N
